session_id,player_id,game_title,date,session_duration_min,in_game_purchases_usd,level,platform,region,player_type,account_age_category,achievement_count,social_interactions,churn_flag
S00033027,P00017300,Mythic Quest,2024-07-05,47,,24,,OCE,Free,Veteran,90,14,0
S00033028,P00017301,Mythic Quest,2024-05-07,136,0,48,PlayStation,OCE,free,Veteran,22,8,0
S00033029,P00017301,Mythic Quest,2024-06-01,12,0,50,PlayStation,OCE,free,Veteran,26,2,No
S00033030,P00017301,Mythic Quest,2024-06-03,110,,51,PlayStation,OCE,free,Veteran,-1,,0
S00033031,P00017301,Mythic Quest,2024-06-12,59,,53,PlayStation,OCE,free,Veteran,24,13,0
S00033032,P00017301,Mythic Quest,2024-06-15,112,0,59,PlayStation,OCE,free,Veteran,-1,54,0
S00033033,P00017301,Mythic Quest,2024-07-12,112,22.07,61,PlayStation,OCE,free,Veteran,37,60,0
S00033034,P00017301,Mythic Quest,2024-07-12,18,,64,PlayStation,OCE,free,Veteran,64,16,0
S00033035,P00017301,Mythic Quest,2024-07-14,138,,68,PlayStation,OCE,free,Veteran,93,34,0
S00033036,P00017302,Mythic Quest,2024-06-07,,0,11,PlayStation,NA,PREMIUM,,25,23,0
S00033037,P00017302,Mythic Quest,2024-07-08,140,,13,PlayStation,NA,PREMIUM,,38,,0
S00033038,P00017302,Mythic Quest,2024-07-25,259,,16,PlayStation,NA,PREMIUM,,-1,7,0
S00033039,P00017302,Mythic Quest,2024-08-07,127,13.53,18,PlayStation,NA,PREMIUM,,51,12,0
S00033040,P00017302,Mythic Quest,2024-08-09,117,,19,PlayStation,NA,PREMIUM,,36,,0
S00033041,P00017303,Mythic Quest,2024-06-14,41,,17,,N/A,Whale,veteran,3,15,0
S00033042,P00017303,Mythic Quest,2024-07-05,274,0,19,,N/A,Whale,veteran,48,15,0
S00033043,P00017304,Mythic Quest,2024-04-19,97,0,49,PLAYSTATION,,Whale,veteran,-1,15,0
S00033044,P00017304,Mythic Quest,2024-04-22,170,0,50,PLAYSTATION,,Whale,veteran,-1,23,0
S00033045,P00017304,Mythic Quest,2024-04-23,78,152.28,53,PLAYSTATION,,Whale,veteran,40,,0
S00033046,P00017304,Mythic Quest,2024-05-06,123,0,55,PLAYSTATION,,Whale,veteran,40,17,0
S00033047,P00017304,Mythic Quest,2024-05-17,77,179.94,56,PLAYSTATION,,Whale,veteran,43,34,0
S00033048,P00017304,Mythic Quest,2024-06-12,34,0,58,PLAYSTATION,,Whale,veteran,40,20,0
S00033049,P00017304,Mythic Quest,2024-07-25,73,115.92,61,PLAYSTATION,,Whale,veteran,42,,0
S00033050,P00017304,Mythic Quest,2024-07-31,179,213.64,64,PLAYSTATION,,Whale,veteran,52,43,0
S00033051,P00017305,Mythic Quest,2024-04-27,90,0,24,,NA,Casual,new,4,10,0
S00033052,P00017305,Mythic Quest,2024-05-14,169,1.77,25,,NA,Casual,new,17,4,0
S00033053,P00017305,Mythic Quest,2024-05-20,34,0,27,,NA,Casual,new,33,24,0
S00033054,P00017305,Mythic Quest,2024-05-31,77,0,30,,NA,Casual,new,31,14,0
S00033055,P00017305,Mythic Quest,2024-06-27,190,4.35,34,,NA,Casual,new,49,6,0
S00033056,P00017305,Mythic Quest,2024-06-30,200,0,38,,NA,Casual,new,66,39,0
S00033057,P00017305,Mythic Quest,2024-07-28,104,15.60,36,,NA,Casual,new,34,11,0
S00033058,P00017307,Mythic Quest,2024-05-12,,0,35,,N/A,Free,new,24,4,0
S00033059,P00017307,Mythic Quest,2024-07-05,81,,37,,N/A,Free,new,7,37,0
S00033060,P00017307,Mythic Quest,2024-08-04,15,0,40,,N/A,Free,new,28,3,0
S00033061,P00017308,Mythic Quest,2024-04-24,143,,46,,OCE,PREMIUM,,4,19,0
S00033062,P00017308,Mythic Quest,2024-06-10,81,2.82,MAX,,OCE,PREMIUM,,14,28,0
S00033063,P00017308,Mythic Quest,2024-06-30,121,1.07,50,,OCE,PREMIUM,,48,57,0
S00033064,P00017308,Mythic Quest,2024-06-30,28,,52,,OCE,PREMIUM,,35,1,0
S00033065,P00017308,Mythic Quest,2024-07-25,170,13.95,55,,OCE,PREMIUM,,31,1,0
S00033066,P00017308,Mythic Quest,2024-07-25,200,,57,,OCE,PREMIUM,,51,48,0
S00033067,P00017308,Mythic Quest,2024-07-30,204,0,61,,OCE,PREMIUM,,44,13,0
S00033068,P00017309,Mythic Quest,2024-04-26,160,,4,PC,NA,Casual,veteran,19,10,0
S00033069,P00017309,Mythic Quest,2024-05-07,42,,5,PC,NA,Casual,veteran,6,15,0
S00033070,P00017309,Mythic Quest,2024-05-17,112,,7,PC,NA,Casual,veteran,30,35,0
S00033071,P00017309,Mythic Quest,2024-07-03,126,12.60,10,PC,NA,Casual,veteran,15,21,1
S00033072,P00017310,Mythic Quest,2024-04-21,25,13.11,29,,OCE,PREMIUM,veteran,8,18,No
S00033073,P00017310,Mythic Quest,2024-05-13,185,0,31,,OCE,PREMIUM,veteran,11,53,0
S00033074,P00017310,Mythic Quest,2024-06-24,137,,33,,OCE,PREMIUM,veteran,22,6,0
S00033075,P00017310,Mythic Quest,2024-07-08,159,9.57,37,,OCE,PREMIUM,veteran,40,54,0
S00033076,P00017310,Mythic Quest,2024-08-05,213,0,38,,OCE,PREMIUM,veteran,26,43,0
S00033077,P00017311,Mythic Quest,2024-05-17,11,,31,,na,,Veteran,1,40,0
S00033078,P00017311,Mythic Quest,2024-05-20,109,0,32,,na,,Veteran,5,1,0
S00033079,P00017311,Mythic Quest,2024-05-27,13,,34,,na,,Veteran,15,1,0
S00033080,P00017312,Mythic Quest,2024-04-22,75,0,33,pc,EU,Whale,Intermediate,16,29,0
S00033081,P00017312,Mythic Quest,2024-05-03,140,,34,pc,EU,Whale,Intermediate,28,25,1
S00033082,P00017313,Mythic Quest,2024-05-06,148,0,22,PC,N/A,Free,New,9,5,0
S00033083,P00017313,Mythic Quest,2024-06-28,163,0,24,PC,N/A,Free,New,-1,3,0
S00033084,P00017314,Mythic Quest,2024-05-23,156,0.20,35,PlayStation,,Casual,Intermediate,20,8,0
S00033085,P00017314,Mythic Quest,2024-06-13,182,,37,PlayStation,,Casual,Intermediate,21,54,0
S00033086,P00017314,Mythic Quest,2024-07-13,172,5.73,39,PlayStation,,Casual,Intermediate,20,2,0
S00033087,P00017314,Mythic Quest,2024-07-26,68,0.06,43,PlayStation,,Casual,Intermediate,48,67,0
S00033088,P00017314,Mythic Quest,2024-08-01,38,0,43,PlayStation,,Casual,Intermediate,21,38,No
S00033089,P00017315,Mythic Quest,2024-04-25,NULL,5.18,23,pc,na,free,New,1,38,0
S00033090,P00017315,Mythic Quest,2024-04-29,87,0,24,pc,na,free,New,8,13,0
S00033091,P00017315,Mythic Quest,2024-08-14,153,,28,pc,na,free,New,15,50,0
S00033092,P00017316,Mythic Quest,2024-06-15,168,3.92,26,PLAYSTATION,SA,PREMIUM,veteran,11,17,No
S00033093,P00017316,Mythic Quest,2024-06-29,26,0,28,PLAYSTATION,SA,PREMIUM,veteran,9,6,0
S00033094,P00017316,Mythic Quest,2024-07-14,79,0,31,PLAYSTATION,SA,PREMIUM,veteran,26,19,0
S00033095,P00017316,Mythic Quest,2024-07-14,50,20.72,32,PLAYSTATION,SA,PREMIUM,veteran,39,4,0
S00033096,P00017316,Mythic Quest,2024-07-16,218,0,37,PLAYSTATION,SA,PREMIUM,veteran,38,65,0
S00033097,P00017316,Mythic Quest,2024-07-16,113,0,37,PLAYSTATION,SA,PREMIUM,veteran,32,,0
S00033098,P00017316,Mythic Quest,2024-08-02,84,,38,PLAYSTATION,SA,PREMIUM,veteran,,3,0
S00033099,P00017317,Mythic Quest,2024-05-02,10,3.32,45,PC,ASIA,free,Veteran,5,23,0
S00033100,P00017317,Mythic Quest,2024-06-09,165,,47,PC,ASIA,free,Veteran,11,19,0
S00033101,P00017317,Mythic Quest,2024-07-03,93,3.02,49,PC,ASIA,free,Veteran,25,46,0
S00033102,P00017318,Mythic Quest,2024-06-02,48,4.96,10,,N/A,,Intermediate,8,17,0
S00033103,P00017318,Mythic Quest,2024-07-05,NULL,0,12,,N/A,,Intermediate,23,49,0
S00033104,P00017319,Mythic Quest,2024-06-03,137,0.22,41,PLAYSTATION,EU,Casual,,9,38,0
S00033105,P00017319,Mythic Quest,2024-06-08,70,5.36,42,PLAYSTATION,EU,Casual,,21,18,0
S00033106,P00017319,Mythic Quest,2024-07-02,73,0,45,PLAYSTATION,EU,Casual,,31,44,0
S00033107,P00017319,Mythic Quest,2024-07-31,204,0,49,PLAYSTATION,EU,Casual,,45,6,0
S00033108,P00017319,Mythic Quest,2024-08-08,186,0,51,PLAYSTATION,EU,Casual,,38,,0
S00033109,P00017320,Mythic Quest,2024-05-21,126,0.88,40,pc,SA,Casual,,32,13,0
S00033110,P00017320,Mythic Quest,2024-06-10,147,11.23,41,pc,SA,Casual,,25,35,0
S00033111,P00017320,Mythic Quest,2024-06-13,84,0,44,pc,SA,Casual,,34,34,0
S00033112,P00017320,Mythic Quest,2024-06-28,68,,46,pc,SA,Casual,,19,49,0
S00033113,P00017320,Mythic Quest,2024-07-25,205,,48,pc,SA,Casual,,44,16,0
S00033114,P00017320,Mythic Quest,2024-08-01,110,20.37,50,pc,SA,Casual,,43,6,0
S00033115,P00017320,Mythic Quest,2024-08-12,179,0,55,pc,SA,Casual,,69,6,0
S00033116,P00017321,Mythic Quest,2024-07-09,111,22.60,2,PC,OCE,Casual,Intermediate,6,45,0
S00033117,P00017321,Mythic Quest,2024-07-25,145,0,4,PC,OCE,Casual,Intermediate,35,10,No
S00033118,P00017321,Mythic Quest,2024-08-01,113,8.70,6,PC,OCE,Casual,Intermediate,14,25,0
S00033119,P00017322,Mythic Quest,2024-06-09,12,,8,PLAYSTATION,EU,PREMIUM,Veteran,-1,18,No
S00033120,P00017322,Mythic Quest,2024-08-11,42,,10,PLAYSTATION,EU,PREMIUM,Veteran,27,1,0
S00033121,P00017323,Mythic Quest,2024-05-30,69,,34,PC,NA,Free,Veteran,10,1,No
S00033122,P00017323,Mythic Quest,2024-06-05,75,,35,PC,NA,Free,Veteran,6,31,No
S00033123,P00017324,Mythic Quest,2024-04-23,46,,1,pc,SA,Premium,new,29,43,0
S00033124,P00017324,Mythic Quest,2024-04-30,86,,3,pc,SA,Premium,new,36,33,0
S00033125,P00017324,Mythic Quest,2024-05-14,37,0,4,pc,SA,Premium,new,26,0,0
S00033126,P00017324,Mythic Quest,2024-05-26,198,0,8,pc,SA,Premium,new,34,11,0
S00033127,P00017324,Mythic Quest,2024-06-25,83,,11,pc,SA,Premium,new,56,30,0
S00033128,P00017324,Mythic Quest,2024-06-25,211,0,12,pc,SA,Premium,new,65,10,0
S00033129,P00017324,Mythic Quest,2024-07-05,147,0,16,pc,SA,Premium,new,68,38,No
S00033130,P00017325,Mythic Quest,2024-05-25,72,,21,,OCE,free,,13,,0
S00033131,P00017325,Mythic Quest,2024-06-04,101,0,22,,OCE,free,,28,7,0
S00033132,P00017325,Mythic Quest,2024-06-23,113,0,25,,OCE,free,,11,48,0
S00033133,P00017325,Mythic Quest,2024-07-07,177,,27,,OCE,free,,49,4,0
S00033134,P00017325,Mythic Quest,2024-07-11,127,,31,,OCE,free,,59,43,1
S00033135,P00017326,Mythic Quest,2024-04-23,146,,38,,,Premium,,-1,15,0
S00033136,P00017326,Mythic Quest,2024-05-18,51,0,40,,,Premium,,15,31,0
S00033137,P00017326,Mythic Quest,2024-05-24,21,0,41,,,Premium,,32,,0
S00033138,P00017326,Mythic Quest,2024-05-25,70,,44,,,Premium,,31,40,0
S00033139,P00017326,Mythic Quest,2024-06-04,103,0,46,,,Premium,,46,47,1
S00033140,P00017327,Mythic Quest,2024-04-20,119,9.54,16,PC,SA,PREMIUM,,5,,1
S00033141,P00017328,Mythic Quest,2024-05-08,20,0,16,Xbox,EU,Premium,,9,6,0
S00033142,P00017328,Mythic Quest,2024-05-19,,0,17,Xbox,EU,Premium,,31,,0
S00033143,P00017328,Mythic Quest,2024-06-06,35,4.38,20,Xbox,EU,Premium,,24,8,0
S00033144,P00017328,Mythic Quest,2024-06-13,12,,21,Xbox,EU,Premium,,26,1,0
S00033145,P00017328,Mythic Quest,2024-08-14,81,,25,Xbox,EU,Premium,,47,37,0
S00033146,P00017329,Mythic Quest,2024-05-20,54,,19,PlayStation,N/A,PREMIUM,new,12,,0
S00033147,P00017329,Mythic Quest,2024-05-28,100,16.87,20,PlayStation,N/A,PREMIUM,new,25,26,0
S00033148,P00017329,Mythic Quest,2024-06-21,255,0,24,PlayStation,N/A,PREMIUM,new,55,,1
S00033149,P00017330,Mythic Quest,2024-05-01,119,12.41,18,PC,OCE,Premium,Veteran,23,34,0
S00033150,P00017330,Mythic Quest,2024-05-12,15,0,20,PC,OCE,Premium,Veteran,13,25,No
S00033151,P00017330,Mythic Quest,2024-06-18,129,17.70,22,PC,OCE,Premium,Veteran,11,47,0
S00033152,P00017330,Mythic Quest,2024-06-20,,0,24,PC,OCE,Premium,Veteran,25,25,0
S00033153,P00017330,Mythic Quest,2024-07-25,152,12.01,26,PC,OCE,Premium,Veteran,38,,0
S00033154,P00017332,Mythic Quest,2024-04-23,154,0,46,PLAYSTATION,OCE,Premium,New,14,55,0
S00033155,P00017332,Mythic Quest,2024-04-27,62,13.74,47,PLAYSTATION,OCE,Premium,New,10,35,0
S00033156,P00017332,Mythic Quest,2024-05-17,146,,50,PLAYSTATION,OCE,Premium,New,43,40,0
S00033157,P00017332,Mythic Quest,2024-06-16,18,5.62,MAX,PLAYSTATION,OCE,Premium,New,24,0,0
S00033158,P00017332,Mythic Quest,2024-06-17,127,,56,PLAYSTATION,OCE,Premium,New,59,65,0
S00033159,P00017332,Mythic Quest,2024-08-02,137,0,58,PLAYSTATION,OCE,Premium,New,58,56,0
S00033160,P00017332,Mythic Quest,2024-08-05,132,0,62,PLAYSTATION,OCE,Premium,New,50,7,0
S00033161,P00017333,Mythic Quest,2024-04-21,78,,15,,SA,,Intermediate,21,9,0
S00033162,P00017333,Mythic Quest,2024-05-01,107,0,17,,SA,,Intermediate,22,25,0
S00033163,P00017333,Mythic Quest,2024-05-15,90,18.55,19,,SA,,Intermediate,23,22,0
S00033164,P00017333,Mythic Quest,2024-05-27,94,0,20,,SA,,Intermediate,14,,0
S00033165,P00017333,Mythic Quest,2024-06-26,193,0,23,,SA,,Intermediate,20,16,0
S00033166,P00017333,Mythic Quest,2024-07-12,60,5.61,MAX,,SA,,Intermediate,49,27,0
S00033167,P00017333,Mythic Quest,2024-07-14,173,,29,,SA,,Intermediate,62,29,0
S00033168,P00017333,Mythic Quest,2024-07-24,98,0,34,,SA,,Intermediate,54,53,0
S00033169,P00017334,Mythic Quest,2024-04-18,181,,12,PC,EU,PREMIUM,Intermediate,1,8,0
S00033170,P00017334,Mythic Quest,2024-04-30,41,0,13,PC,EU,PREMIUM,Intermediate,23,7,0
S00033171,P00017334,Mythic Quest,2024-05-01,148,0,15,PC,EU,PREMIUM,Intermediate,34,21,0
S00033172,P00017334,Mythic Quest,2024-05-11,66,1.63,18,PC,EU,PREMIUM,Intermediate,20,40,0
S00033173,P00017334,Mythic Quest,2024-05-23,145,10.76,18,PC,EU,PREMIUM,Intermediate,38,19,0
S00033174,P00017334,Mythic Quest,2024-05-31,73,0,23,PC,EU,PREMIUM,Intermediate,57,12,0
S00033175,P00017334,Mythic Quest,2024-06-23,73,0,29,PC,EU,PREMIUM,Intermediate,80,7,1
S00033176,P00017335,Mythic Quest,2024-05-01,71,0,21,PlayStation,N/A,Casual,veteran,6,15,0
S00033177,P00017335,Mythic Quest,2024-06-03,20,0,22,PlayStation,N/A,Casual,veteran,17,26,0
S00033178,P00017335,Mythic Quest,2024-06-22,172,,,PlayStation,N/A,Casual,veteran,13,11,0
S00033179,P00017335,Mythic Quest,2024-07-03,206,0,29,PlayStation,N/A,Casual,veteran,31,69,No
S00033180,P00017335,Mythic Quest,2024-07-06,210,0,32,PlayStation,N/A,Casual,veteran,34,6,0
S00033181,P00017335,Mythic Quest,2024-07-21,199,,33,PlayStation,N/A,Casual,veteran,54,14,0
S00033182,P00017336,Mythic Quest,2024-04-20,125,16.90,35,PlayStation,na,,New,25,27,0
S00033183,P00017336,Mythic Quest,2024-05-05,77,0,36,PlayStation,na,,New,18,27,0
S00033184,P00017336,Mythic Quest,2024-05-18,40,0,38,PlayStation,na,,New,19,37,0
S00033185,P00017336,Mythic Quest,2024-05-24,47,18.11,41,PlayStation,na,,New,,36,0
S00033186,P00017337,Mythic Quest,2024-06-22,83,0,10,Xbox,,Whale,New,14,7,0
S00033187,P00017337,Mythic Quest,2024-06-28,103,,12,Xbox,,Whale,New,15,38,No
S00033188,P00017337,Mythic Quest,2024-07-08,110,,15,Xbox,,Whale,New,47,45,0
S00033189,P00017337,Mythic Quest,2024-07-26,57,0,16,Xbox,,Whale,New,35,,0
S00033190,P00017337,Mythic Quest,2024-08-09,198,0,21,Xbox,,Whale,New,53,2,0
S00033191,P00017338,Mythic Quest,2024-07-06,185,0,46,,na,Casual,new,12,23,0
S00033192,P00017338,Mythic Quest,2024-07-23,141,0,48,,na,Casual,new,7,20,0
S00033193,P00017339,Mythic Quest,2024-05-04,111,0,26,PLAYSTATION,,free,new,16,37,0
S00033194,P00017339,Mythic Quest,2024-05-28,27,14.61,27,PLAYSTATION,,free,new,22,22,0
S00033195,P00017340,Mythic Quest,2024-04-19,57,,14,,na,Premium,Veteran,26,22,0
S00033196,P00017340,Mythic Quest,2024-06-29,121,0,16,,na,Premium,Veteran,30,35,No
S00033197,P00017340,Mythic Quest,2024-07-22,68,0,18,,na,Premium,Veteran,38,34,0
S00033198,P00017341,Mythic Quest,2024-04-25,85,2.94,19,Xbox,,PREMIUM,New,,,0
S00033199,P00017341,Mythic Quest,2024-05-23,34,10.94,20,Xbox,,PREMIUM,New,31,32,0
S00033200,P00017342,Mythic Quest,2024-04-16,55,,24,Xbox,OCE,,new,8,43,0
S00033201,P00017342,Mythic Quest,2024-05-02,90,,25,Xbox,OCE,,new,18,26,0
S00033202,P00017342,Mythic Quest,2024-05-23,83,0,27,Xbox,OCE,,new,15,38,0
S00033203,P00017342,Mythic Quest,2024-06-01,51,0,29,Xbox,OCE,,new,41,38,0
S00033204,P00017342,Mythic Quest,2024-07-03,57,,32,Xbox,OCE,,new,42,4,0
S00033205,P00017342,Mythic Quest,2024-07-19,118,4.22,38,Xbox,OCE,,new,76,40,No
S00033206,P00017342,Mythic Quest,2024-07-27,102,0,37,Xbox,OCE,,new,51,27,0
S00033207,P00017343,Mythic Quest,2024-04-20,81,,9,PlayStation,,Premium,new,18,19,0
S00033208,P00017343,Mythic Quest,2024-04-28,19,,11,PlayStation,,Premium,new,25,27,0
S00033209,P00017343,Mythic Quest,2024-05-12,110,,13,PlayStation,,Premium,new,-1,0,0
S00033210,P00017343,Mythic Quest,2024-06-01,133,0,14,PlayStation,,Premium,new,32,10,0
S00033211,P00017343,Mythic Quest,2024-06-20,103,,17,PlayStation,,Premium,new,44,21,0
S00033212,P00017343,Mythic Quest,2024-07-10,238,0,22,PlayStation,,Premium,new,69,26,0
S00033213,P00017343,Mythic Quest,2024-07-13,41,,23,PlayStation,,Premium,new,56,39,0
S00033214,P00017343,Mythic Quest,2024-08-10,253,,27,PlayStation,,Premium,new,61,51,0
S00033215,P00017344,Mythic Quest,2024-04-25,131,0,7,Xbox,NA,PREMIUM,Intermediate,23,17,0
S00033216,P00017344,Mythic Quest,2024-06-04,136,0,8,Xbox,NA,PREMIUM,Intermediate,26,10,0
S00033217,P00017344,Mythic Quest,2024-06-07,63,,11,Xbox,NA,PREMIUM,Intermediate,26,42,0
S00033218,P00017344,Mythic Quest,2024-07-07,37,0,14,Xbox,NA,PREMIUM,Intermediate,28,7,0
S00033219,P00017345,Mythic Quest,2024-04-20,144,,13,pc,NA,free,,0,5,0
S00033220,P00017345,Mythic Quest,2024-04-29,153,,14,pc,NA,free,,16,7,0
S00033221,P00017345,Mythic Quest,2024-05-16,41,0,16,pc,NA,free,,27,1,0
S00033222,P00017345,Mythic Quest,2024-06-21,15,,19,pc,NA,free,,33,16,0
S00033223,P00017345,Mythic Quest,2024-07-14,224,14.22,24,pc,NA,free,,34,47,0
S00033224,P00017345,Mythic Quest,2024-07-19,143,,24,pc,NA,free,,37,45,0
S00033225,P00017345,Mythic Quest,2024-08-05,,,26,pc,NA,free,,50,45,0
S00033226,P00017347,Mythic Quest,2024-06-04,56,0,5,,EU,Casual,,10,31,0
S00033227,P00017347,Mythic Quest,2024-07-16,211,19.37,7,,EU,Casual,,36,11,No
S00033228,P00017348,Mythic Quest,2024-04-22,79,,2,PlayStation,SA,Free,new,23,23,0
S00033229,P00017348,Mythic Quest,2024-05-20,94,13.29,3,PlayStation,SA,Free,new,24,6,0
S00033230,P00017348,Mythic Quest,2024-06-29,189,20.17,7,PlayStation,SA,Free,new,17,28,0
S00033231,P00017348,Mythic Quest,2024-07-25,65,26.93,10,PlayStation,SA,Free,new,-1,,0
S00033232,P00017348,Mythic Quest,2024-08-02,87,0,10,PlayStation,SA,Free,new,50,5,0
S00033233,P00017348,Mythic Quest,2024-08-08,186,,15,PlayStation,SA,Free,new,58,26,0
S00033234,P00017349,Mythic Quest,2024-06-07,74,0,24,,ASIA,Whale,Intermediate,20,3,0
S00033235,P00017349,Mythic Quest,2024-06-22,85,0,26,,ASIA,Whale,Intermediate,30,23,0
S00033236,P00017349,Mythic Quest,2024-07-09,235,,29,,ASIA,Whale,Intermediate,24,38,0
S00033237,P00017349,Mythic Quest,2024-07-21,140,0,31,,ASIA,Whale,Intermediate,25,2,0
S00033238,P00017350,Mythic Quest,2024-04-17,74,0,5,,NA,PREMIUM,Intermediate,10,41,0
S00033239,P00017350,Mythic Quest,2024-04-19,166,13.34,6,,NA,PREMIUM,Intermediate,18,12,1
S00033240,P00017351,Mythic Quest,2024-05-06,85,,26,,OCE,free,Intermediate,19,5,0
S00033241,P00017351,Mythic Quest,2024-05-09,70,0,28,,OCE,free,Intermediate,26,43,0
S00033242,P00017351,Mythic Quest,2024-05-10,53,,30,,OCE,free,Intermediate,18,25,0
S00033243,P00017351,Mythic Quest,2024-05-12,104,14.85,31,,OCE,free,Intermediate,14,31,0
S00033244,P00017352,Mythic Quest,2024-05-07,73,,30,PLAYSTATION,SA,Free,,14,5,0
S00033245,P00017352,Mythic Quest,2024-05-09,123,0,32,PLAYSTATION,SA,Free,,11,31,0
S00033246,P00017352,Mythic Quest,2024-05-24,69,,33,PLAYSTATION,SA,Free,,-1,1,0
S00033247,P00017352,Mythic Quest,2024-06-06,63,0,36,PLAYSTATION,SA,Free,,20,49,0
S00033248,P00017352,Mythic Quest,2024-06-25,,0,39,PLAYSTATION,SA,Free,,47,58,0
S00033249,P00017352,Mythic Quest,2024-07-09,233,0,43,PLAYSTATION,SA,Free,,53,67,0
S00033250,P00017352,Mythic Quest,2024-08-13,131,0,45,PLAYSTATION,SA,Free,,47,41,0
S00033251,P00017353,Mythic Quest,2024-04-19,202,0,26,,ASIA,PREMIUM,Intermediate,30,,0
S00033252,P00017353,Mythic Quest,2024-05-06,93,12.35,28,,ASIA,PREMIUM,Intermediate,6,5,0
S00033253,P00017353,Mythic Quest,2024-05-15,152,,30,,ASIA,PREMIUM,Intermediate,39,52,0
S00033254,P00017353,Mythic Quest,2024-05-27,136,,30,,ASIA,PREMIUM,Intermediate,21,39,0
S00033255,P00017353,Mythic Quest,2024-06-16,NULL,7.76,34,,ASIA,PREMIUM,Intermediate,24,10,0
S00033256,P00017353,Mythic Quest,2024-07-18,67,,40,,ASIA,PREMIUM,Intermediate,43,10,0
S00033257,P00017353,Mythic Quest,2024-07-24,30,,42,,ASIA,PREMIUM,Intermediate,79,19,0
S00033258,P00017353,Mythic Quest,2024-08-13,,0,46,,ASIA,PREMIUM,Intermediate,81,62,0
S00033259,P00017354,Mythic Quest,2024-05-01,111,6.04,30,PLAYSTATION,ASIA,Premium,veteran,26,33,0
S00033260,P00017354,Mythic Quest,2024-06-05,53,,32,PLAYSTATION,ASIA,Premium,veteran,11,15,0
S00033261,P00017354,Mythic Quest,2024-06-17,221,5.48,34,PLAYSTATION,ASIA,Premium,veteran,35,,0
S00033262,P00017354,Mythic Quest,2024-07-24,126,9.04,38,PLAYSTATION,ASIA,Premium,veteran,25,30,0
S00033263,P00017354,Mythic Quest,2024-08-14,34,,39,PLAYSTATION,ASIA,Premium,veteran,30,8,0
S00033264,P00017355,Mythic Quest,2024-04-28,198,,33,,OCE,Premium,new,-1,47,0
S00033265,P00017355,Mythic Quest,2024-05-13,57,0,34,,OCE,Premium,new,14,,0
S00033266,P00017355,Mythic Quest,2024-05-15,191,0,37,,OCE,Premium,new,25,29,0
S00033267,P00017355,Mythic Quest,2024-06-10,94,,38,,OCE,Premium,new,26,2,0
S00033268,P00017355,Mythic Quest,2024-06-15,122,,42,,OCE,Premium,new,,33,0
S00033269,P00017355,Mythic Quest,2024-07-06,25,,44,,OCE,Premium,new,35,23,0
S00033270,P00017356,Mythic Quest,2024-06-13,79,0,48,PLAYSTATION,ASIA,,,-1,48,0
S00033271,P00017356,Mythic Quest,2024-07-01,189,0.57,50,PLAYSTATION,ASIA,,,6,22,0
S00033272,P00017356,Mythic Quest,2024-08-03,48,0,53,PLAYSTATION,ASIA,,,40,0,0
S00033273,P00017357,Mythic Quest,2024-04-25,109,,46,,EU,Free,new,21,16,No
S00033274,P00017357,Mythic Quest,2024-06-01,,0,47,,EU,Free,new,11,21,0
S00033275,P00017357,Mythic Quest,2024-06-06,23,,49,,EU,Free,new,23,16,0
S00033276,P00017357,Mythic Quest,2024-06-09,59,,53,,EU,Free,new,28,14,0
S00033277,P00017357,Mythic Quest,2024-06-12,26,0,53,,EU,Free,new,22,27,0
S00033278,P00017357,Mythic Quest,2024-06-24,142,,60,,EU,Free,new,77,12,1
S00033279,P00017358,Mythic Quest,2024-06-15,39,0,44,,,Whale,new,3,11,Yes
S00033280,P00017359,Mythic Quest,2024-05-01,97,4.34,29,PLAYSTATION,NA,Free,Veteran,13,2,0
S00033281,P00017359,Mythic Quest,2024-06-05,175,0,31,PLAYSTATION,NA,Free,Veteran,22,10,No
S00033282,P00017359,Mythic Quest,2024-06-09,32,0,MAX,PLAYSTATION,NA,Free,Veteran,25,29,0
S00033283,P00017359,Mythic Quest,2024-06-15,109,0,36,PLAYSTATION,NA,Free,Veteran,37,57,0
S00033284,P00017359,Mythic Quest,2024-06-21,153,2.25,MAX,PLAYSTATION,NA,Free,Veteran,50,27,0
S00033285,P00017359,Mythic Quest,2024-06-24,221,,40,PLAYSTATION,NA,Free,Veteran,31,57,0
S00033286,P00017359,Mythic Quest,2024-07-08,26,17.17,44,PLAYSTATION,NA,Free,Veteran,72,64,0
S00033287,P00017359,Mythic Quest,2024-07-27,119,7.10,43,PLAYSTATION,NA,Free,Veteran,41,27,0
S00033288,P00017360,Mythic Quest,2024-04-17,36,0,23,pc,na,free,,9,36,0
S00033289,P00017360,Mythic Quest,2024-05-03,61,0,MAX,pc,na,free,,31,45,0
S00033290,P00017360,Mythic Quest,2024-06-01,73,9.89,MAX,pc,na,free,,21,36,0
S00033291,P00017360,Mythic Quest,2024-06-02,95,,29,pc,na,free,,29,30,No
S00033292,P00017360,Mythic Quest,2024-06-06,151,6.50,31,pc,na,free,,38,32,0
S00033293,P00017360,Mythic Quest,2024-07-09,215,12.21,37,pc,na,free,,78,40,0
S00033294,P00017360,Mythic Quest,2024-07-22,40,,40,pc,na,free,,46,37,0
S00033295,P00017360,Mythic Quest,2024-07-25,172,22.04,40,pc,na,free,,71,,0
S00033296,P00017361,Mythic Quest,2024-04-18,58,0,17,,OCE,Casual,Intermediate,22,25,0
